userID;isbn;bookRating
1131;0671793489;7
1131;0679772677;7
1131;0743418174;7
1133;0446611239;8
1140;0671880187;10
1155;0380814021;6
1155;0380817683;10
1155;0671032658;9
1161;0061098795;5
1161;0375725784;5
1167;0440224675;8
1178;0440940001;2
1184;0425163385;7
1210;0679731148;9
1211;0099771519;9
1211;0385504209;9
1214;0380600129;8
1223;0316693324;3
1235;0345378490;9
1248;0449912558;10
1248;0553580272;10
1249;0440226430;5
1249;0671004565;8
1249;0684835983;8
1252;031231616X;8
1254;0894805770;10
1254;089480829X;10
1259;0062502174;7
1261;0316776963;8
1261;0345438329;6
1261;0452282152;7
1261;0688177751;8
1264;0375707972;8
1266;0618126988;10
1281;0345446860;7
1293;0446310492;10
1294;0399145087;7
1297;0679731148;7
1309;0316969680;7
1309;0425178765;10
1343;0552996009;9
1343;0590660543;10
1359;0399501487;7
1376;0345417623;8
1376;0425177173;9
1377;0440224764;8
1389;0553572997;9
1396;0380727501;10
1409;0373218192;8
1412;0156027321;9
1412;0345416260;9
1412;0385486804;9
1412;0385494785;9
1412;0385512104;9
1424;0060512822;7
1424;0060930535;7
1424;0061015725;8
1424;0061097314;5
1424;0099771519;8
1424;0142001430;7
1424;0385720106;7
1424;0671776134;8
1424;0767902521;8
1424;0804106304;6
1427;0062502182;10
1433;0743418174;3
1434;0060175400;10
1435;0060915544;10
1435;0060977477;5
1435;0345378490;5
1435;0345387651;5
1435;0399133143;5
1435;0446611239;10
1435;0446672211;8
1435;0451183665;7
1435;0451208765;4
1435;0671024248;4
1435;068484267X;8
1435;0684848783;5
1435;0684855631;9
1435;080410753X;10
1435;0971880107;5
1435;155874262X;10
1435;1573221775;4
1436;044022165X;6
1448;0679459626;6
1486;0971880107;5
1489;0385492081;8
1500;0670848549;7
1504;0345370775;8
1511;0345391802;9
1513;0671510053;8
1515;0671027344;9
1519;0671028375;8
1530;044023722X;8
1535;067976402X;10
1548;0312243022;8
1548;034540288X;5
1548;0425167313;8
1548;0452282152;8
1548;0765342294;8
1558;0374281602;9
1558;0425167720;7
1558;0446519960;10
1558;0609610597;10
1559;0060173289;10
1585;0316182540;7
1585;0345413903;7
1585;0446604658;6
1585;0446611611;6
1585;0449212602;8
1585;0684867621;4
1591;3257228007;10
1596;0385511612;6
1596;0679426159;6
1597;0316569321;7
1608;0449212602;10
1608;0515090174;8
1608;0515095826;8
1617;0385475713;7
1617;0553268449;8
1619;0440225701;9
1619;0553280341;7
1619;0553578693;7
1641;0553375407;7
1650;0804106304;10
1652;0385504209;7
1660;0553561618;6
1660;0553582747;5
1660;0553582933;7
1660;0671034022;6
1660;089480829X;7
1674;0345384466;7
1674;0375725784;10
1674;038548951X;10
1674;0449912558;5
1674;0618129030;8
1674;0812505166;10
1688;0515122491;5
1706;0345392825;5
1706;0451524934;10
1718;0743418174;8
1725;0765342405;9
1730;0767905180;8
1733;0312983824;5
1733;0316089699;5
1733;0345447840;10
1733;0373218400;9
1733;0425181111;7
1733;0446364762;5
1733;0446527130;7
1733;051513287X;9
1733;0553107232;7
1733;059035342X;10
1733;0743412621;8
1733;0971880107;1
1768;0440226430;10
1773;0804106304;9
1775;0140348107;8
1790;044022165X;5
1790;0671793489;8
1792;155874262X;8
1803;0385504209;9
1805;0312195516;9
1805;038082101X;7
1812;0671708635;7
1830;0553377884;6
1830;0553572997;7
1848;0156027321;10
1848;0345342968;10
1848;0345348109;9
1848;0345378482;8
1848;0345417623;8
1848;0451169530;5
1848;0786868716;10
1848;0812511816;10
1848;0812550706;8
1869;0425122123;8
1892;0767902521;9
1898;0060922532;8
1898;0385484518;8
1903;0316777730;10
1903;0385722192;2
1903;044022330X;6
1903;0679430946;10
1903;0812550706;10
1905;0553274503;5
1928;0316666343;10
1928;0835902242;8
1933;0440226430;8
1949;0425175405;8
1989;0684862719;9
2010;0380796090;6
2010;0399147357;7
2010;0446604666;10
2012;0316154067;9
2012;0345353145;8
2012;0449221482;8
2012;0553279912;10
2012;0553348973;5
2012;0670892963;2
2012;0671023616;8
2018;0446516538;5
2019;0440211727;5
2019;0440214041;5
2030;0062502174;10
2030;0140298479;10
2030;0440108268;10
2033;0060248025;10
2033;0142000663;10
2033;0345337662;5
2033;0375815260;10
2033;0439064864;9
2033;0439136350;9
2033;0439139597;9
2033;043935806X;9
2033;0441004997;7
2033;051513628X;6
2033;0553573136;8
2033;0590353403;9
2033;0812533550;10
2033;0812575717;10
2033;0920668372;10
2036;1573229326;9
2041;0385416342;7
2041;0385424736;7
2041;0671617028;8
2041;068483376X;1
2089;0446605239;10
2097;0060955775;9
2099;0440224764;8
2103;0385472951;9
2105;0671004549;7
2106;0553565915;8
2108;0553572997;9
2109;055356160X;4
2110;0060987529;7
2110;0151008116;5
2110;0345314255;10
2110;0451137965;9
2110;0515134384;5
2110;0515136557;3
2110;059035342X;10
2115;0515120618;7
2116;0671004573;7
2127;0446605239;8
2134;1556590415;6
2136;0515134384;8
2139;0142004235;8
2139;0385335830;7
2139;0515130389;10
2139;0515135062;10
2139;0553272837;10
2148;0316182540;8
2152;0375727132;7
2152;0446612545;7
2169;0743412028;7
2172;0425169693;5
2178;0452269571;5
2179;0060392452;9
2179;0312263120;8
2179;0385504209;10
2179;0446532231;9
2179;0451524934;8
2179;0590353403;10
2179;0618002219;9
2183;0671021001;9
2197;0312291639;9
2197;0449702545;8
2198;0451524934;10
2199;0099771519;9
2204;0440211727;9
2218;0425101452;8
2230;0375505296;2
2238;0553348981;10
2250;0684874350;8
2253;0446611212;8
2255;0316168688;8
2255;0425175405;7
2271;0684874350;10
2276;0061030643;8
2276;0345404793;9
2276;0345447867;9
2276;0380002930;9
2276;0385505833;5
2276;0399146725;10
2276;0425119653;8
2276;0425172546;9
2276;0425182908;4
2276;0440128757;8
2276;0440221471;10
2276;0440236673;10
2276;0446609323;9
2276;0446612790;10
2276;0451204891;9
2276;0553263226;10
2276;0553576801;8
2276;0553582526;9
2276;0553583468;10
2276;0553584510;9
2276;0671660632;5
2276;0805063897;10
2281;0425181103;7
2287;0375706062;6
2287;0425147622;7
2287;0451180410;7
2288;0070212570;8
2288;0425115801;10
2288;0425144429;5
2288;0425188809;10
2288;0553210092;5
2288;0553582763;9
2292;0451204948;8
2295;0062502182;6
2296;0399144137;8
2312;0140348107;8
2313;0060173289;9
2313;0345348036;9
2313;0385482388;5
2313;0399141146;3
2313;0399146431;5
2313;0452260116;9
2313;0553278223;7
2313;0812533550;9
2333;0312195516;9
2333;0399138749;7
2337;0060928336;9
2337;0060987561;7
2337;0142001740;8
2337;0312265867;7
2337;0345350499;9
2337;0385505833;7
2337;0451191145;9
2337;0451191153;8
2345;1844262553;9
2350;0525945172;8
2354;014131088X;8
2354;0380814021;7
2357;0375725784;8
2358;0671746065;8
2366;0553210092;8
2375;0345424719;7
2375;0345465083;7
2375;0671003755;9
2376;0446610100;6
2379;0440224624;8
2385;0440216745;7
2385;0446604666;6
2388;0142001740;6
2399;0345337662;9
2411;0971880107;3
2414;0062502182;7
2437;051512317X;7
2439;0380002930;10
2442;880781076X;10
2453;0515122491;10
2466;0312966970;9
2466;0312971346;9
2481;0140280553;8
2484;0385474016;7
2499;080213825X;5
2503;1400034779;7
2528;0671867156;10
2550;052594527X;10
2559;0060928336;7
2559;0375701044;3
2559;0671036505;4
2562;0375412824;8
2565;1558743669;10
2569;0553572997;8
2589;0671034065;4
2591;0449212602;9
2605;0767907817;7
2611;0553208845;7
2632;0385493800;9
2638;0142000205;8
2640;0425147622;8
2651;0425180964;8
2653;0399148019;9
2670;0743411250;7
2700;0743206045;7
2718;0451518845;10
2749;0345272579;10
2759;0385199570;10
2766;0060958022;8
2766;014034294X;9
2766;0316666343;9
2766;038039586X;9
2766;0385508417;7
2766;0425178102;5
2766;0440204194;8
2766;0440211263;8
2766;0440219078;8
2766;0440221595;8
2766;044048474X;7
2766;0446310786;10
2766;0446516538;6
2766;0446611867;7
2766;0449005615;9
2766;0553279912;7
2766;0670030643;8
2766;0679751602;6
2766;0684801221;10
2766;0745926290;8
2766;0767902521;8
2766;0849911672;7
2766;0971880107;6
2766;1558745718;7
2770;0842329129;6
2776;1558744630;8
2789;0394588169;8
2790;038533348X;10
2793;0515135062;7
2799;0451524934;10
2799;0671004107;8
2853;0553245694;10
2854;0316666343;7
2854;0446523569;7
2854;0446610399;5
2855;0399144463;5
2855;0425180964;8
2891;0060928336;6
2891;0142001740;7
2891;0156027321;5
2891;0374100128;7
2891;0385482388;7
2891;038548951X;8
2891;0385503857;9
2891;0449912558;9
2891;0452260116;8
2891;0553211404;7
2891;0671003755;7
2891;0679732764;8
2891;0804106304;7
2891;140003065X;9
2891;1400032717;8
2891;1566190932;6
2892;0684857820;9
2907;044023722X;5
2945;038548951X;8
2954;0440235502;10
2966;038531258X;7
2977;0142001430;7
2977;0316569321;7
2977;037570504X;5
2977;0375725784;3
2977;0449002632;8
2977;0452282152;7
2977;0525945210;6
2977;0670894494;6
2977;0671021001;9
2982;0441790348;8
2992;0385420161;9
2995;0060928336;6
2996;0345361792;8
2996;0425118703;7
3005;0312278586;5
3005;0452277337;5
3009;0385424728;7
3026;0804106304;8
3032;0971880107;1
3048;0670891576;10
3052;1400032717;9
3054;0425184129;7
3063;0684802988;7
3079;0312278586;5
3079;0312305060;8
3099;0440211727;8
3099;0446601241;7
3099;0446610038;7
3100;0316601950;6
3104;0805063897;8
3113;0385265700;6
3133;0061097314;9
3145;0425182908;7
3145;044021145X;9
3145;0446343455;8
3145;0446359866;9
3145;0446611611;8
3145;044661193X;9
3145;0743469801;9
3145;1573229326;5
3154;002542730X;8
3154;0451203895;5
3154;0804111898;8
3166;0553272535;10
3167;0345337662;5
3167;0345370775;9
3167;034540288X;7
3167;0380012863;8
3167;0440219078;10
3167;0440998050;10
3167;0515090174;7
3167;0671004107;9
3167;080410526X;6
3167;0812505018;8
3167;0812550706;10
3168;0684872153;8
3172;039480001X;10
3174;0345273303;10
3177;1857022424;7
3191;0375504397;8
3191;0452283205;6
3191;0684853515;5
3192;0064407667;7
3192;0316777730;7
3192;0316779237;7
3192;0892962275;6
3194;0875421180;10
3206;0385484518;8
3232;0553236202;5
3243;0385498721;7
3261;0316666343;8
3282;0451205421;8
3296;0060283122;9
3300;0439136350;10
3305;0743412028;10
3310;0671042858;7
3329;0440234743;8
3329;0679448594;5
3331;0425161242;10
3331;0446527785;10
3331;0446613436;9
3331;0449006530;4
3344;0671027360;8
3344;1400034779;9
3346;0141309814;8
3346;0316666343;9
3346;0345413350;8
3346;0380789035;6
3346;156389470X;10
3350;0140293248;6
3350;0316096199;8
3350;0385335830;8
3350;0804106304;10
3362;0375725784;7
3363;006098824X;10
3363;0064405176;10
3363;0064472795;10
3363;0316096199;10
3363;0373250126;8
3363;0380814021;10
3363;0380973545;10
3363;0385722435;10
3363;0446672211;10
3363;0671027344;9
3363;0679751602;8
3371;0070212570;10
3371;0373484003;7
3371;0373484410;5
3371;0425175405;8
3371;0440147956;10
3371;0440226430;9
3371;0451169530;10
3371;0515122734;9
3371;0671004573;7
3371;0671528203;7
3371;0671705091;7
3371;0743439740;10
3373;0312291639;8
3373;0312995423;5
3373;0345386132;5
3373;0375727345;7
3373;039914613X;7
3373;0399149155;8
3373;0425161242;3
3373;0440236703;5
3373;0449003787;7
3373;0452264464;10
3373;0671014919;6
3373;0671027360;5
